Id; WordId; Source; Translation
190; 477; SM: W Gateshead dziesięciolatka zgłębia hinduizm w 15 minut.; SM: Back at Gateshead, a 10-year-old girl gets into the heart of Hinduism in 15 minutes.
191; 479; Widać jak rozpręża się w trakcie uderzenia, praktycznie hiper-rozpręża.; You can actually see it extending over the course of the strike, and actually hyperextending.
192; 480; Hiperbola nie jest zbyt zaskakująca.; So the hyperbole is not actually surprising.
193; 482; Niezbyt często: zmniejszone łaknienie, cukrzyca, podwyższona aktywność amylazy, hipercholesterolemia.; Uncommon: decreased appetite, diabetes mellitus, hyperamylasaemia, hypercholesterolaemia.
194; 484; U pacjentów z niewydolnością nerek może wystąpić hipokalcemia lub hiperkalcemia.; Patients with renal insufficiency may develop hypocalcaemia or hypercalcaemia.
195; 490; Hipertekst jest nieprzestrzenny.; There were hypertext comics.
196; 491; Senność, zawroty głowy, parestezje, hipertonia Niezbyt często:; Somnolence, dizziness, paresthesia, hypertonia Uncommon:
197; 493; Znowu oddychałem przez minutę starając się hiperwentylować tak mocno jak się da i zaraz po tym wstrzymywałem oddech przez następne pięć i pół minuty.; Then I would breath again for a minute, purging as hard as I can, then immediately after that I would hold again for five and half minutes.
198; 494; W tym celu należy kliknąć hiperłącze EU Bookshop.; In order to view it, please follow the EU Bookshop link.
199; 499; Wielu Europejczyków ma wrażenie, że w kierunku południowych Włoch zmierza horda Tunezyjczyków.; Many Europeans are under the impression that a horde of Tunisians are heading for southern Italy.
200; 500; Aranesp działa dokładnie w taki sam sposób jak naturalny hormon – erytropoetyna.; Aranesp works in exactly the same way as the natural hormone erythropoietin.
201; 501; Hormony te są uwalniane po posiłku i stymulują trzustkę do wytwarzania insuliny.; These hormones are released after a meal and stimulate the pancreas to produce insulin.
202; 505; Z drugiej strony to horror, bo spędzasz w cholernym biurze jeszcze więcej czasu.; On the other hand, it's a nightmare -- it just means you spend more time at the bloody office.
203; 508; Spotkaliśmy się z nią, śmialiśmy się, płakaliśmy, wiedząc, że musi się znaleźć w hospicjum.; We took a look at her, we laughed, we cried, and we knew that she needed to be in a hospice.
204; 509; W przypadku (ciężkiego) przedawkowania wskazana jest hospitalizacja na oddziale intensywnej terapii.; In case of (severe) overdosage hospitalization in an intensive care department is indicated.
205; 510; Jednakże w przypadku przedawkowania, chorych należy hospitalizować w celu obserwacji oraz zastosować odpowiednie leczenie wspomagające.; However, in case of overdose, patients should be hospitalised for observation and appropriate supportive treatment given.
206; 512; Gdzie jest hostel?; Where is the youth hostel?
207; 515; Człowiek z hot-dog' ami w porcie.; The hot dog man in the harbor.
208; 522; Przemysł hrabstwa West Midlands z zadowoleniem przyjmie zasadę "Najpierw myśl na małą skalę”.; The West Midlands' industries will welcome the Think Small First principle.
209; 523; Hrabstwo Bertie jest dobrym przykładem schyłku wiejskiej części Ameryki.; Bertie County is kind of a prime example in the demise of rural America.
210; 525; Jest cudownym humorystą.; He's a wonderful humorist.
211; 529; Moglibyśmy wykrzyknąć "Hura dla demokracji, pomocniczości i odwagi cywilnej!”.; We could say "Hurrah! Democracy, subsidiarity and civil courage work.”
212; 532; Dzisiejsza mowa jest na temat mózgów i, hurra, mam gdzieś tutaj fana mózgów.; And today's talk is about brains and, yay, somewhere I have a brain fan out there.
213; 533; Nie możemy przyjąć tej metody hurtem, ponieważ wiąże się ona z dyskryminacją, ale musimy zbadać wszystkie możliwości, chroniąc jednocześnie prawa podstawowe.; We cannot adopt this method wholesale, because it involves discrimination, but we must investigate all the possibilities while protecting our fundamental rights.
214; 535; Dziś targ hurtowy mieści się we Frischezentrum, nowym kompleksie handlowym w dzielnicy Kalbach.; Today, the wholesale market is located in the Frischezentrum, a new complex in the district of Kalbach.
215; 541; Kryzys gospodarczy i finansowy wpływa i będzie nadal poważnie wpływał zarówno na przemysł hutniczy, jak i na przemysł stoczniowy.; (RO) Mr President, Commissioner, the economic and financial crisis has affected and will continue to seriously affect both the iron and steel and shipbuilding industries.
216; 546; Jest to hybryda z elektrycznym silnikiem metody unijnej oraz dieslem metody międzyrządowej.; It is a hybrid with an electric engine of Community method and a diesel engine of intergovernmental method.
217; 551; Wczorajszy "polski hydraulik” jutro będzie Chińczykiem lub Pakistańczykiem.; Yesterday's 'Polish plumber' will tomorrow be Chinese or Pakistani.
218; 553; Jego zdolności krasomówcze dały o sobie znać po raz pierwszy kiedy był w okręgu w Illinois.; His storytelling powers had first been recognized when he was on the circuit in Illinois.
219; 555; Islandia jest od roku 2010 państwem kandydującym do członkostwa w Unii Europejskiej.; Iceland has been a candidate country for European Union membership since 2010.
220; 557; Italia INFAI Italia S. r. l. via Borgogna 2 I- 20112 Milano Tel.: +39 0481 790350; Italia INFAI Italia S.r.l. via Borgogna 2 I-20112 Milano Tel.: +39 0481 790350
221; 560; Jednym z zagadnień, którymi się zajmowałem, było to, że identyczność jest zdecydowanie przereklamowana.; One of the strands of thinking I was involved in was that sameness is so incredibly overrated.
222; 561; Ponadto nadszedł czas, aby UE zajęła się również identyfikacją radiową (RFID).; It is also high time that the EU did something about 'radio-frequency identification'.
223; 563; W większości przypadków identyfikator kosztowałby więcej niż warte jest samo zwierzę.; Most of the time, in fact, the tag would actually cost more than the animal might even be worth.
224; 564; Flebogammadif 50 mg/ ml roztwór do infuzji Immunoglobulina ludzka normalna (IVIG); Flebogammadif 50 mg/ ml solution for infusion Human normal immunoglobulin (IVIg)
225; 565; Mogę zapewnić Parlament, że jesteśmy gotowi do współpracy i robimy wszystko, co możemy, aby inaugurować działalność tej międzyinstytucjonalnej grupy i wypracować wspólne podejście.; I can assure Parliament that we are very cooperative and we are doing everything we can to start this interinstitutional group and to work out a common approach as soon and as smoothly as possible.
226; 566; Kiedy chcesz ukradkiem przeglądać internet, Google Chrome oferuje tryb przeglądania incognito.; For times when you want to browse in stealth mode, Google Chrome offers the incognito browsing mode.
227; 567; Ten bolesny incydent jest między innymi rezultatem braku takiej informacji.; A costly incident has just occurred as a result of a failure to so notify.
228; 569; W swoim liście zapewnia on, że wydarzenia o których mówiłem miały charakter incydentalny.; In the letter, he gives his assurance that the events of which I have spoken were isolated incidents.
229; 570; Nasz indeks wyszukiwania stale ewoluuje, w miarę jak zmienia się zawartość internetu.; Our search index is constantly evolving as content is added and modified on the web.
230; 576; Zachowają swój indywidualizm w szerokim zakresie.; It will remain in very fundamental respects very different.
231; 577; indywidualne ubezpieczenie emerytalne; individual retirement plan
232; 578; Derek: Odkryliśmy taką indywidualność u różnych zwierząt, szczególnie u kotów.; DJ: Now we've found these individualisms in all sorts of animals, in particular in the cats.
233; 579; Nie są przyzwyczajeni do tego, aby występować jako indywiduum.; They aren’t used to putting themselves forward as individuals.
234; 580; Okazuje się, że inercja, która decyduje o ruchu kątowym, równa się R do potęgi piątej.; So it turns out, the inertia, which governs angular motion, scales as a fifth power of R.
235; 585; I jak doszłam do przekonania, że to co mi się zdarzyło jest wirusową infekcją memetyczną.; And how I've come to view what happened to me is a viral, memetic infection.
236; 589; Kiedy przemysł komputerowy rozwija interaktywność producenci TV wpadają na ten sam pomysł.; And of course, as the computer industry develops interactively, producers in the emerging TV business actually hit on the same idea.
237; 591; interfejs dysku twardego; hard disk interface
238; 592; interfejs kart pamięci komputerów osobistych; Personal Computer Memory Card Interface Adapter
239; 593; interfejs małych systemów komputerowych; Small Computer System Interface
240; 595; interfejs programistyczny Netscape'a; Netscape Application Programming Interface
241; 596; interfejs programistyczny serwerów internetowych; Internet Server Application Programming Interface
242; 597; interfejs stopnia podstawowego; Basic Rate Interface
243; 598; Interfejs użytkownika systemu kontrolującego może rozsuwać zasłony albo je zasuwać.; You know, from the user interface of the control system to opening curtains or closing curtains.
244; 599; interfejs użytkownika CUA; Common User Access
245; 601; Są trzy obszary, percepcja, obliczenia i interfejsy niewizualne.; So we have three steps. ~~~ We have perception, computation and non-visual interfaces.
246; 605; Pytanie o status quo ante również nie stanowi rozwiązania - należy iść dalej.; Asking for the status quo ante is not a solution either - one should move further.
247; 607; iść dalej prosto; to go straight on
248; 608; Nie - dzielimy się igłami, bo nie chcemy iść do więzienia."; We share needles because we don't want to go to jail."
249; 609; Jaką drogą mamy iść dalej? Dobrze byłoby mieć na tę sprawę jakiś pogląd.; The question is how we should move forward and I think it would be good to have a view.
250; 611; iść komuś źle; to do badly
251; 612; iść na całość; to go all the way
252; 615; iść na imprezę; to go to a party
253; 616; iść na koncert; to go to a concert
254; 619; Bezsporne jest to, że cylinder jest starszy niż tekst Izajasza, a jednak Jehowa przemawia w słowach podobnych do tych Marduka.; And it's quite clear the cylinder is older than the text of Isaiah, and yet, Jehovah is speaking in words very similar to those used by Marduk.
255; 620; Jezu ufam Tobie; Jesus, I trust in You
256; 621; Jezus Chrystus kochał zwierzęta: "Miłosierdzia chcę, a nie ofiary”, powiedział Zbawiciel.; Jesus Christ loved animals: 'I desire mercy, not sacrifice,' said the Saviour.
257; 622; Lata temu zostaliśmy skrytykowani, jak powiedział Jim Nicholson, za nadprodukcję żywności.; Years ago we were criticised, as Jim Nicholson said, for the over-production of food.
258; 625; Odpowiedział Jonatan Saulowi: Usilnie mię prosił Dawid, aby szedł do Betlehem;; And Jonathan answered Saul, David earnestly asked leave of me to go to Beth-lehem:
259; 626; To odpowiednik tego, jakbyście zatankowali auto w roku 1998, poczekali do 2011, i teraz możecie pojechać dwa razy na Jowisz tam i z powrotem.; That's the equivalent of you filling up your car with gas in 1998, waiting until 2011, and now you can drive to Jupiter and back twice.
260; 627; Juan Enriquez: Te eksperymenty czasem działają i jest naprawdę świetnie, kiedy nam się uda.; Juan Enriquez: These experiments sometimes work, and it's very cool when they do.
261; 628; Tedy rzekł jeden z uczniów jego, Judasz, syn Szymona, Iszkaryjot, który go miał wydać:; But Judas Iscariot, one of his disciples, that should betray him, saith,
262; 630; Dla przykładu, kiedy Juliusz Cezar przybił do Afryki Północnej, olbrzymie obszary tej części były porośnięte przez lasy cedrowe i cyprysowe.; So for instance, when Julius Caesar arrived in North Africa, huge areas of North Africa were covered in cedar and cypress forests.
263; 631; (Śmiech) Czy to dlatego, że jego imię to tak naprawdę Jupiter Blunck?; (Laughter) Is it because his name is really Jupiter Blunck?
264; 633; Zalecana całkowita dawka tygodniowa: między 75 a 300 j. m. / kg mc. drogą dożylną.; The recommended total weekly dose is between 75 and 300 IU/kg by the intravenous route.
265; 636; Ja osobiście jestem bardzo zaniepokojona wydarzeniami w stolicy mojego kraju.; I myself am very concerned at what is happening in the capital of my own country.
266; 637; I twierdzi… (Śmiech) Nie jak ja – ja projektuję gry, mam bujną wyobraźnię.; And he says ... (Laughter) Not like me -- I'm a game designer; I'm exuberant.
267; 640; Baranina i jagnięcina są bardzo zdrowym czerwonym mięsem.; Sheep meat and lamb meat is a very healthy red meat.
268; 642; Zaczarowane jagody, naturalny składnik zawierający specjalne właściwości.; And a miracle berry, if you're not familiar with it, is a natural ingredient, and it contains a special property.
269; 644; Dobra, 70 funciaków i Jaguar niech stracę.; I'll tell you what 70, quid and the Jag and I'm robbing myself.
270; 645; Nie stosować u kur niosek produkujących jaja przeznaczone do spożycia przez ludzi.; Not authorised for use in laying birds producing eggs for human consumption
271; 647; Kobiety, u których nie występuje jajeczkowanie i mają nieregularne miesiączki lub nie miesiączkują wcale.; Women who are not ovulating and are having irregular periods or no periods at all.
272; 649; Dla większości szczepów można uzyskać jedną, do dwóch dawek z jednego jajka.; For most strains, you could get one to two doses of vaccine per egg.
273; 654; W przeciwie stwie do tego modelu zwierz cego, ludzki jajnik po menopauzie jest wzgl dnie niewra liwy na stymulacj przez hormony płciowe.; In contrast to the highly responsive ovaries in this rodent model, the human ovary after menopause is relatively unresponsive to reproductive hormonal stimulation.
274; 655; pęcherzyk jajnikowy pierwotny; ovarian primary follicle
275; 667; Azaż jaskinią łotrowską jest dom ten przed oczyma waszemi, który nazwany jest od imienia mego?; Is this house, which is called by my name, become a den of robbers in your eyes?
276; 668; Sven, który jest obywatelem szwedzkim, wyjechał do Francji, aby eksplorować tamtejsze jaskinie.; Sven, a Swedish national, went to France to go spelunking.
277; 669; U pacjentów z nadciśnieniem ocznym lub jaskrą, wartość ta przekracza zazwyczaj 21 mmHg.; In a patient with ocular hypertension or glaucoma, the value is generally higher than 21 mmHg.
278; 671; Jedyne, co z nim zrobiono, to je na nowo pomalowano na jaskrawy kolor, otwarto delikatesowy sklep spożywczy i zrobiono restaurację w dawnej poczcie.; Really all they did was they gave it a fresh coat of bright paint, a gourmet grocery, and they put up a restaurant in the old post office.
279; 672; Można było zobaczyć np. obsydian i jaspis pokonujące ogromne odległości w Etiopii.; And the earliest evidence for it crops up somewhere between 80 and 120,000 years ago in Africa, when you see obsidian and jasper and other things moving long distances in Ethiopia.
280; 674; Izali według twego rozumu lata jastrząb, i rozciąga skrzydła swe ku południowi?; From thence she spieth out the prey; Her eyes behold it afar off.
281; 677; Głowę padalcową ssać będzie; zabije go język jaszczurczy.; He shall suck the poison of asps: The viper's tongue shall slay him.
282; 681; Rzekli mu uczniowie jego: Oto teraz jawnie mówisz, a żadnej przypowieści nie powiadasz;; His disciples say, Lo, now speakest thou plainly, and speakest no dark saying.
283; 683; Odrzuciliśmy wówczas antyamerykanizm, zarówno ukryty, jak i jawny, cechujący niektórych posłów w tej Izbie.; We repudiated at the time the anti-Americanism, both latent and overt, that characterises some in this House.
284; 685; jesteś w tarapatach; you are in for it
285; 686; jeździć na deskorolce; to go skateboarding
286; 687; jeździć na koniu; to ride a horse
287; 689; Nasz model zakłada naukę matematyki w ten sam sposób, w jaki uczymy się wszystkiego innego, tak jak uczymy się jeździć na rowerze.; So our model is learn math the way you'd learn anything, like the way you would learn a bicycle.
288; 695; Podobnie należy zredukować dawki, jeżeli liczba płytek spada poniżej 25 x 109/ l.; Doses should be similarly reduced if the platelet count falls below 25 x 109/ l.
289; 696; A dlaczego jest to ważne z punktu widzenia techniki wyjaśni wam już Keith.; And I'm going to kick it to Keith to explain why that's important from a technical standpoint.
290; 697; . - (DE) Jeszcze niedawno Kenia była wakacyjnym rajem dla wielu ludzi.; in writing. - (DE) Until a short while ago Kenya was a holiday paradise for many people.
291; 698; Charlesa Kenny'ego, liczba ludzi umiejących czytać i pisać wzrosła z 25 do 80 w ciągu ostatnich 130 lat.; And Charles Kenny that global literacy has gone from 25 percent to over 80 percent in the last 130 years.
292; 699; Kevin Shangraw: Jesteśmy tam, by pomoc Irakijczykom -- i właśnie zabiliśmy jednego.; Kevin Shangraw: The Iraqi people are who we are there to help -- and we just killed one.
293; 702; Przecież w tym duchu byliśmy skłonni do zawarcia kompromisu w Kigali.; After all, in that spirit, we were quite willing to have a compromise coming from Kigali.
294; 703; Jutro Kijów spodziewa się setek tysięcy, a może nawet milionów ludzi.; Hundreds of thousands, perhaps millions, of people are expected to be in Kiev tomorrow.
295; 704; Pytanie, które chcę zadać, które wszyscy zamierzamy zadać brzmi: kim pan jest?; The question that I want to ask and that we are all going to ask is: who are you?
296; 705; Kim... kim ty jesteś?; Who -- who are you?
297; 706; Spotkanie Tymczasowego Komitetu Międzynarodowego Funduszu Walutowego w Kingston na Jamajce.; The Interim Committee of the International Monetary Fund meets in Kingston, Jamaica.
298; 707; Damien prowadzi hotel pod Kinszasą.; Damien runs a hotel outside of Kinshasa.
299; 708; Umowa WE/Kirgistan dotycząca niektórych aspektów przewozów lotniczych (głosowanie); EC-Kyrgyzstan Agreement on certain aspects of air services (vote)
300; 711; Koronna Służba Prokuratorska; Crown Prosecution Service
301; 713; Tylko państwa mogą być członkami Unii Europejskiej, a Kosowo stało się państwem.; Only states may be members of the European Union and Kosovo has become a state.
302; 714; Z raportu tego można się np. dowiedzieć, że klient wyszukiwał hasła „najlepsze miejsce do wysyłania kwiatów” i „wysyłanie kwiatów koszalin”.; For example, this report shows that a customer searched for "best place to send flowers through" and "send flowers idaho falls."
303; 726; Poluzuj kołnierz.; Loosen your collar.
304; 734; Jest to pytanie, które zadaję sobie zarówno ja, jak i moje koło parlamentarne.; That is what I and my political group are asking, but I should like to have more details concerning the Commission's position on this point.
305; 737; Poproszono mnie także o to, abym opuścił stowarzyszenie - stowarzyszenie artystów karykatury w Ameryce - które było dla mnie jak koło ratunkowe.; I was also asked to leave the organization, a cartoonists' organization in America, that for me was my lifeline.
306; 739; Takie dwutorowe podejście jest jedynym możliwym, jeżeli chcemy stworzyć koło sukcesu, które doprowadzi do stabilnej demokracji w tym kraju oraz w sąsiedztwie wschodnim.; This two-track approach is the only one possible if we want to create a virtuous circle that could lead to democratic stability in this country and in the Eastern neighbourhood.
307; 741; Brak przemocy działa jak koło zamachowe.; Now nonviolence starts to work like a flywheel.
308; 743; kończyć się ostrzeżeniem; to end on a cautionary note
309; 747; Preferencje handlowe przyznano na okres kończący się 31 grudnia 2010 r.; These trade preferences were granted for a period ending on 31 December 2010.
310; 752; Jeśli chodzi o wciąganie na tę listę prawników, co obecnie stanowi główną kość niezgody, popieram wpisywanie ich do obowiązkowego rejestru.; On the issue of including lawyers on the list, which is currently the main bone of contention, I favour inclusion in a mandatory register.
311; 756; Biorąc pod uwagę kierunek zmian klimatycznych, obawiam się, że jedynym miejscem, w którym będziemy mieć zimą śnieg w przyszłości, jest Laponia.; The way in which climate change is going, I am afraid the only place where we are going to have snow in the winter in the future is going to be Lapland.
312; 758; Zrobiła to podczas programu Larry King Live w CNN, sześć i pół roku temu.; She did this on the "Larry King Live" show on CNN six and a half years ago.
313; 760; Biali, Czarni, Latynosi, Azjaci.; It's white, black, Hispanic, Asian.
314; 761; Lawrence powiedział, no nie, że będzie miał ze sobą..... transport prochów, no nie?; Lawrence says, right, he's going to be carrying..... a load of drugs, right?
315; 767; Od Lascaux, przez Luwr, aż do Carnegie Hall, ludzie gustują niezmiennie w przedstawieniach, które wymagają umiejętności.; From Lascaux to the Louvre to Carnegie Hall, human beings have a permanent innate taste for virtuoso displays in the arts.
316; 769; Wino można wypić, a łąka pozostaje.; You never run out of that companion as you drink this wine, too.
317; 773; Szacuje się, że do 2050 roku podwoi się liczba mieszkańców miast.; By 2050, it's estimated that twice the number of us are going to be living in cities.
318; 783; Ze względu na niewielką liczebność próby, różnica między wynikami w tych randomizowanych podgrupach mogła być przypadkowa.; The difference in results between these randomisation subgroups may have arisen by chance in view of their limited sample size.
319; 784; Laboratoryjnymi cechami diagnostycznymi są: obniżone pH krwi, poziomy mleczanów w osoczu powyżej 5 mmol/ l i zwiększona luka anionowa oraz stosunek mleczan/ pirogronian.; Diagnostic laboratory findings are decreased blood pH, plasma lactate levels above 5mmol/ l, and an increased anion gap and lactate/ pyruvate ratio.
320; 788; Był Prozac, był Zoloft, to była lukrecja, a to środki zwiotczające mięśnie.; So this was Prozac, this was Zoloft, this was a black jellybean and this was muscle relaxant, all of which were the medications that the impatient was taking.
321; 790; Dlatego też planowym miejscem demonstracji był Plac Luksemburski, który znajduje się tuż obok wejścia do gmachu Parlamentu.; That is why the appointed place was Luxemburgplein right next to the entrance to Parliament.
322; 806; Do jego odczytania potrzebna jest lupa.; You will need a magnifying glass to see it.
323; 810; A odchodząc stamtąd Jezus, ujrzał człowieka siedzącego na cle, którego zwano Mateusz, i rzekł mu: Pójdź za mną; tedy wstawszy, szedł za nim.; And as Jesus passed by from thence, he saw a man, called Matthew, sitting at the place of toll: and he saith unto him, Follow me.
324; 811; Matka Boska Częstochowska; Black Madonna of Częstochowa
325; 814; I w ten sposób wiemy na pewno, że to rzeczywiście był Mikołaj Kopernik.; The DNA matched, and we know that this was indeed Nicolaus Copernicus.
326; 815; Przecież są niewiarygodnie małe, musicie mieć mikroskop żeby je zobaczyć.; I mean they're incredibly small, you have to have a microscope to see one.
327; 820; Rząd meksykański posiada także specjalnego doradcę ds. praw człowieka, kolejną panią, która także szczególnie zajmuje się tą kwestią.; They have also a special human rights adviser, another lady who is also working particularly on this issue.
328; 821; Jeżeli dobrze rozumiemy, co mówią nam Europejczycy, nie wolno nam, Panie i Panowie, pozwolić, aby rocznica ta miała charakter nostalgiczny lub melancholijny.; If we understand rightly what Europeans are saying to us, we have no right, honourable Members, to allow this anniversary to be a nostalgic or melancholic one.
329; 825; Z tego względu nie zaleca się karmienia piersią przez kobiety leczone melatoniną.; Therefore, breast-feeding is not recommended in women under treatment with melatonin.
330; 830; Więc staram się połączyć tą przestrzeń między tym pomysłem, a tą melodią.; So I'm trying to bridge this gap between this idea and this melody.
331; 836; Metalowy pojemnik zawiera zawiesinę pod ciśnieniem.; The metal can contains a pressurised liquid.
332; 840; Metan ulatniający się z kału zwierzęcego jest także odnawialnym źródłem energii.; Methane from animal faeces is also a renewable source of energy.
333; 842; metaplik z grafiką komputerową; Computer Graphics Metafile
334; 858; Jako mnich buddyjski po obiedzie nie spożywam już innych posiłków.; In my case, as a Buddhist monk, after lunch I have no more meals.
335; 859; Martwi mnie fakt, że często większą uwagę przywiązujemy do ilości niż do jakości.; I am rather worried that we tend to pay more attention to quantity than quality.
336; 860; mnie również miło poznać; it's nice to meet you too
337; 861; - (HU) Komisja Europejska określiła mandaty negocjacyjne mniej więcej 11 lat temu.; - (HU) The European Commission defined the negotiating mandates some 11 years ago.
338; 863; To jest "tura pytań” i odpowiedź "tak” lub "nie” byłaby bardziej stosowna, ale mniejsza z tym.; It is Question Time, and a 'yes' or a 'no' would have been easier, but never mind.
339; 864; Ostatecznie możemy jedynie spróbować wybrać mniejsze zło.; Ultimately, this is a choice between the devil and the deep-blue sea.
340; 865; W ramach tego projektu robi też mniejszy projekt o nazwie "Domowi artyści".; And within this project, he's doing a smaller project called "Artists in Residence."
341; 866; Tak naprawdę, jest to kolejne zaściankowe, błędne mniemanie.; Now actually, that's just another parochial misconception.
342; 867; Mnisi, którzy schronili się w pobliskiej świątyni Phuoc Hue, zostali pobici.; The monks who sought refuge in the nearby Phuoc Hue temple were beaten up.
343; 868; Jest 69 letnią mniszką.; She is a 69-year-old nun.
344; 869; To zrozumiałe w dobie kryzysu, lecz czyż nie powinniśmy mobilizować również innych instrumentów?; This is understandable in a time of crisis, but should we not be mobilising other instruments, as well?
345; 871; Złoży się na nią większa mobilność studentów, badaczy naukowych i wykładowców.; Greater mobility of students, researchers and lecturers will contribute to this.
346; 872; Dobrobyt gospodarczy i lepsza wertykalna mobilność społeczna są kluczem do skutecznej polityki migracyjnej.; Economic welfare and greater upward social mobility are the key to a successful migration policy.
347; 873; Obecnie nakazy ochrony tracą moc na granicy kraju, pozostawiając ofiarę bezbronną.; At present, protection orders stop at our border, leaving the victim defenceless.
348; 874; model referencyjny połączen systemów otwartych; Open System Interconnection
349; 876; W chwili obecnej nie istnieje jednak model zwierzęcy pozwalający na zbadanie SUD.; However, there was currently no animal model available to investigate SUDs.
350; 878; Jednak wygląda na to, że bardziej interesuje go była modelka niż liberalizacja gospodarki.; Yet it seems that he is more concerned with a retired fashion model than liberalising the economy.
351; 879; Modelowanie: po prawej stronie znajduje się złożony model obliczeniowy.; Modeling: on the right hand side, there's a very complex computational model.
352; 880; Jedynym sposobem znanym matematykom, by modelować tę strukturę, jest szydełkowanie.; And the only way that mathematicians know how to model this structure is with crochet.
353; 883; Narodowa Fundacja na rzecz Nauki czy inne kraje też się tym interesują.; The National Science Foundation, other countries are very interested in doing this.
354; 885; To właśnie takie kraje jak Nigeria są w sytuacji gorszej niż gdyby nigdy ropy nie mieli.; It's countries like Nigeria, which are worse off than if they'd never had oil.
355; 886; Nikaragua pozostaje jednym z najbiedniejszych krajów Ameryki.; Mr President, Nicaragua remains one of the poorest countries in the Americas.
356; 889; Tak samo nie możemy zapomnieć o spornych regionach An-Nil al-Azraku i Południowego Kordofanu z górami Nuba.; Similarly, we must not forget the equally disputed regions of Blue Nile and South Kordofan with the Nuba mountains.
357; 890; W niektóre lata zimna woda dociera aż do Brazylii, a w inne, gdy pojawia się La Niña, nie dociera.; Some years, the cold water goes all the way up to Brazil, and other years, in these La Nina years, it doesn't.
358; 892; Schwarz Pharma Deutschland GmbH Alfred- Nobel- Str.; Germany Schwarz Pharma Deutschland GmbH Alfred-Nobel-Str.
359; 893; Noc żywych trupów; Night of the Living Dead
360; 895; Jest to środek na bazie wody.; It is a water-based alternative.
361; 896; Dlatego też musimy być na bieżąco z tym, co dzieje się w Stanach Zjednoczonych.; We must therefore stay up-to-date with developments in the United States.
362; 897; Odłóżcie na bok swoje obawy i teoretyczne debaty.; Commissioner, ladies and gentlemen, put away your fears and theoretical debates.
363; 898; Po drugie, rozmawiając na temat umów energetycznych nigdy nie dobijamy żadnych interesów na boku.; Secondly, we never make any side deals when we are discussing energy agreements.
364; 899; na całe gardło; at the top of one's voice
365; 900; • wspieraniu budowy instytucji państwowych, działających na terenie całego kraju.; • support in building State institutions active throughout the country.
366; 901; Po podaniu zewnętrznym u kota, na szyję u podstawy czaszki, metaflumizon jest szybko dystrybuowany na całej powierzchni skóry.; After topical administration at a single site on the cat's neck at the base of the skull, metaflumizone is rapidly distributed throughout the surface of the skin.
367; 902; na cały głos; at the top of one's voice
368; 903; Do objawów tych należą: wysypka na całym ciele, spłycenie oddechu, świszczący oddech, obniżenie ciśnienia tętniczego krwi, przyspieszone tętno i poty.; It may cause a rash over the whole body, shortness of breath, wheezing, reduction in blood pressure, fast pulse, or sweating.
369; 904; Ponadto w ostatnich latach liczba przypadków zwolnień z pracy pracowników przebywających na zwolnieniu chorobowym lub zwolnieniu będącym następstwem wypadku przy pracy wzrosła.; In addition, in recent years, the number of cases in which employees have been dismissed while on sick leave or following an accident at work has risen.
370; 905; Nie mamy czasu do stracenia - nie należy zostawiać wszystkiego na ostatnią chwilę.; We have no time to lose - we should not leave everything to the last minute.
371; 907; Pokazuję wam Pernoda, bo - to tylko jeden przykład - każdy kraj ma swój kontekstowy napój alkoholowy.; Now, the reason I show you Pernod -- it's only one example. ~~~ Every country has a contextual alcoholic drink.
372; 908; Jest to najstarszy napój energetyczny na świecie i wyjątkowo ważny produkt, dlatego cieszę się, że jest tematem dzisiejszej debaty.; Milk is the oldest energy drink in the world, it is a particularly important product, and it is good that we are debating it today.
373; 911; Oczywiście, musimy naradzić się co do odbudowy, ale musimy także naradzić się w sprawie rozwiązania konfliktu.; Of course we must have a conference on reconstruction, but we must also have a conference to resolve the conflict.
374; 912; Kilka dni temu Przewodniczący Barroso przestrzegał Europę przed narastającą falą populizmu i nacjonalizmu.; (BG) Mr President, a few days ago, President Barroso warned that Europe is facing a rising wave of populism and nationalism.
375; 913; Na wyższych częstotliwościach linie obrazują narastający hałas fal i wiatru.; Up high, these variable lines indicate increasing noise in this frequency range from higher wind and wave.
376; 914; Już teraz jest to niebagatelna liczba, a oczywiście zjawisko to będzie narastać.; That is already a considerable number and, clearly, it is a phenomenon that will increase.
377; 915; Możesz wybrać do przesłania pojedyncze pliki lub wiele plików naraz:.; You can select one or more files or Google Docs to download to your computer:
378; 916; których stan zmniejszonej uwagi moż narazić lub inne osoby na ryzyko obraż lub ś; Any unused product or waste material should be disposed of in accordance with local requirements
379; 918; Nie można narażać na niebezpieczeństwo polityki klimatycznej naszych partnerów handlowych, aby zwiększyć udział Europy w rynku.; Our trade partners' climate policies cannot be jeopardised in order to boost Europe's market share.
380; 921; Każdy, kto lubi narciarstwo, jak ja, wie, że w tym regionie, po południu, około godziny 15.00, zagrożenie hałasem wydaje się większym problemem niż szkody powstałe w środowisku naturalnym.; Anyone who enjoys skiing, as I do, will know that at around 15:00 in the afternoon in this region, noise pollution seems to be a bigger problem than damage to the natural environment.
381; 925; Potem jest design narcystyczny: to fantastyczny designer, który projektuje tylko dla innych fantastycznych designerów.; After, there is the narcissistic design: it's a fantastic designer who designs only for other fantastic designers.
382; 928; Narkomani odnajdują żyły w palcach u nóg, gdy pękają im żyły w nogach i ramionach.; Junkies find veins in their toes when the ones in their arms and their legs collapse.
